run_id,env,mode,base_policy_id,datasource_id,concurrency,target_detail_count,actual_detail_count,success_count,fail_count,total_duration_ms,throughput_per_min,avg_ms,p50_ms,p90_ms,p95_ms,max_ms
20260716T122556Z_ead42ef1,linux,request,perf_request_request_20260716122556,request,1,300,300,300,0,1209922.5,14.9,4032.9,4134.7,5147.7,5275.4,5819.1
