run_id,env,mode,base_policy_id,datasource_id,concurrency,target_detail_count,actual_detail_count,success_count,fail_count,total_duration_ms,throughput_per_min,avg_ms,p50_ms,p90_ms,p95_ms,max_ms
20260716T140125Z_5aae5afa,linux,browser,perf_browser_browser-no-res_20260716140125,browser-no-res,5,50,50,32,18,2029694.8,0.9,198234.0,152975.1,445854.8,462723.1,462856.4
