run_id,env,mode,base_policy_id,datasource_id,concurrency,target_detail_count,actual_detail_count,success_count,fail_count,total_duration_ms,throughput_per_min,avg_ms,p50_ms,p90_ms,p95_ms,max_ms
20260716T134352Z_f70dfd58,linux,browser,perf_browser_browser-no-res_20260716134352,browser-no-res,3,50,50,50,0,746720.7,4.0,43436.1,45395.0,52257.8,55798.2,66148.2
