run_id,env,mode,base_policy_id,datasource_id,concurrency,target_detail_count,actual_detail_count,success_count,fail_count,total_duration_ms,throughput_per_min,avg_ms,p50_ms,p90_ms,p95_ms,max_ms
20260716T121750Z_7cefb393,linux,request,perf_request_request_20260716121750,request,3,100,100,100,0,149807.6,40.1,4336.3,4347.6,5253.3,5372.1,6263.2
