run_id,env,mode,base_policy_id,datasource_id,concurrency,target_detail_count,actual_detail_count,success_count,fail_count,total_duration_ms,throughput_per_min,avg_ms,p50_ms,p90_ms,p95_ms,max_ms
20260716T145002Z_a8304c63,linux,browser,perf_browser_browser-no-res_20260716145002,browser-no-res,1,50,50,50,0,1230897.6,2.4,24617.7,17353.5,18150.0,18187.3,379848.3
