run_id,env,mode,base_policy_id,datasource_id,concurrency,target_detail_count,actual_detail_count,success_count,fail_count,total_duration_ms,throughput_per_min,avg_ms,p50_ms,p90_ms,p95_ms,max_ms
20260716T125957Z_442ee40e,linux,request,perf_request_request_20260716125957,request,2,300,300,300,0,636661.7,28.3,3915.0,3985.9,4904.4,5232.7,6204.2
